N,P,K,Temperature,Humidity,pH,Rainfall,Crop
31.47,29.12,32.51,21.79,71.71,6.67,266.3,Groundnut
87.09,49.82,45.57,25.13,54.29,5.26,120.91,Soybean
32.79,24.14,14.54,19.77,50.18,6.24,75.08,Pulses
23.66,76.65,16.98,34.01,60.97,5.99,205.72,Rice
24.91,87.2,35.94,28.53,86.55,5.31,227.89,Sugarcane
28.78,62.83,20.58,30.21,84.41,7.23,164.58,Cotton
24.23,77.48,16.56,34.21,60.92,6.13,206.47,Rice
114.2,10.17,31.25,34.27,60.37,7.17,277.76,Groundnut
25.57,75.36,53.89,20.56,88.57,5.16,92.1,Rice
50.8,14.96,19.54,30.17,55.67,6.19,136.65,Maize
88.57,28.94,45.22,25.81,60.27,7.37,251.45,Rice
97.36,60.12,24.54,32.28,52.39,7.05,283.09,Wheat
116.0,74.22,15.58,30.09,65.35,6.11,197.03,Maize
45.58,16.4,13.67,27.81,70.72,6.97,165.47,Soybean
82.05,90.41,30.06,27.5,55.98,5.68,154.62,Cotton
72.54,26.85,24.83,25.98,89.03,5.64,251.09,Sugarcane
107.08,66.45,29.2,29.39,51.37,7.37,121.17,Millet
26.79,59.93,67.5,30.77,60.43,6.53,155.5,Maize
87.22,54.2,73.91,33.2,87.52,6.66,138.02,Maize
87.44,49.56,45.62,25.01,54.07,5.23,121.29,Soybean
114.43,10.41,30.53,33.92,60.02,7.2,278.13,Groundnut
20.97,77.94,66.93,30.86,72.57,6.43,52.91,Rice
71.62,52.53,70.79,25.74,51.01,6.83,253.71,Wheat
45.57,16.0,14.02,27.51,71.16,6.52,164.93,Soybean
63.76,69.4,32.82,28.99,71.89,7.97,52.97,Barley
97.23,40.7,28.7,28.04,66.39,5.9,135.77,Maize
46.37,19.25,32.8,32.08,59.71,6.68,193.59,Wheat
20.68,33.75,40.11,31.96,85.68,6.76,177.3,Wheat
19.63,71.97,30.47,27.23,53.42,6.89,245.58,Pulses
100.55,38.54,13.34,31.16,75.99,6.56,53.73,Cotton
99.85,43.64,50.11,34.51,81.59,5.71,49.55,Pulses
63.96,68.59,33.33,28.38,72.44,7.73,53.37,Barley
53.79191143244987,86.9983697125628,80.55052932099711,24.063698706648704,70.93731724071635,7.5076358174684055,267.7901309732878,Rice
53.17,86.47,56.12,32.8,55.81,7.2,64.42,Wheat
109.37,87.79,47.65,24.32,53.59,5.65,137.28,Maize
89.18,28.7,45.38,25.99,59.77,7.17,250.87,Rice
33.85,52.34,27.48,21.77,76.49,5.93,112.44,Sugarcane
59.1,73.46,61.81,26.83,59.49,6.53,59.66,Millet
24.63,86.6,35.83,28.35,87.4,5.68,228.04,Sugarcane
32.58,23.65,15.11,20.44,50.43,6.49,74.71,Pulses
69.6,89.22,46.99,21.45,83.94,6.86,98.93,Groundnut
71.84,53.27,70.95,25.19,51.34,6.95,253.88,Wheat
69.57,88.57,46.92,21.38,83.84,6.06,99.24,Groundnut
55.33,57.9,72.46,28.01,55.18,7.78,119.81,Rice
41.69,57.27,74.52,25.98,87.54,5.89,54.97,Millet
81.52,90.17,30.39,27.8,55.64,6.23,155.29,Cotton
51.23,14.66,19.87,29.75,56.27,6.68,137.13,Maize
97.58,52.17,34.23,20.8,63.08,6.27,51.7,Pulses
29.3,17.94,59.47,23.62,60.93,6.82,157.51,Sugarcane
89.11,28.61,45.22,26.27,59.87,7.5,251.32,Rice
22.41,40.84,67.48,26.72,53.7,5.6,294.8,Wheat
44.05,12.3,67.6,25.49,85.19,6.28,73.75,Rice
31.4,28.55,32.8,22.07,72.45,6.15,266.27,Groundnut
106.03,63.16,63.52,33.45,77.29,6.8,292.52,Barley
69.73,17.65,20.7,21.11,51.37,6.17,126.44,Soybean
40.83,19.94,67.03,25.08,66.34,7.67,257.71,Cotton
92.09,80.61,34.24,21.92,50.91,5.67,146.97,Cotton
88.75,28.59,45.37,26.3,60.17,7.3,250.81,Rice
36.94,64.5,32.3,28.69,75.19,6.08,138.58,Maize
38.98,31.52,73.52,24.99,61.65,6.04,237.9,Rice
58.43,48.21,20.47,32.62,89.09,7.36,184.41,Maize
38.68,32.39,73.65,24.24,61.53,6.97,237.67,Rice
34.76,10.03,19.65,34.36,69.7,7.55,186.81,Rice
57.8,47.5,20.25,32.35,88.57,7.73,184.3,Maize
92.38,80.67,34.15,21.86,51.17,6.14,147.04,Cotton
24.45,77.07,16.96,33.97,61.1,5.86,206.46,Rice
97.12,41.15,29.13,28.08,65.6,6.54,136.41,Maize
34.87,9.59,20.03,34.45,70.35,7.3,186.55,Rice
44.4,12.42,67.99,25.66,84.82,5.9,74.35,Rice
101.2,15.74,60.0,30.55,89.17,5.61,135.69,Soybean
113.89,82.16,54.48,34.36,61.86,6.01,275.29,Soybean
91.65,81.24,34.18,22.52,50.62,6.03,147.37,Cotton
98.35,52.2,34.03,20.43,63.05,6.03,51.76,Pulses
27.01,60.0,67.2,30.02,60.1,6.73,155.05,Maize
75.92,88.46,53.54,34.43,58.18,7.12,102.15,Cotton
59.14,72.82,61.74,26.74,59.13,6.71,60.12,Millet
88.49,23.44,25.18,21.5,59.92,7.31,136.04,Sugarcane
87.34,49.6,45.57,25.2,54.1,6.09,120.56,Soybean
37.92,75.81,77.77,21.83,58.99,6.39,209.79,Sugarcane
92.5,14.32,60.73,32.93,64.53,5.68,117.96,Maize
56.2,46.18,53.63,33.83,79.61,5.49,195.17,Sugarcane
114.2,82.25,54.43,34.54,61.79,5.7,275.16,Soybean
82.9,42.61,71.47,28.51,66.3,6.1,215.44,Millet
118.99,31.59,58.74,20.35,66.87,5.49,285.45,Maize
20.12,72.15,30.13,27.46,53.16,7.02,246.12,Pulses
72.45,52.94,70.67,25.25,51.4,6.84,253.7,Wheat
106.36,63.34,63.91,33.09,76.65,6.69,292.55,Barley
30.79,28.86,33.0,21.45,71.57,6.31,265.62,Groundnut
104.57,78.69,44.29,28.35,82.2,6.86,163.63,Sugarcane
25.43,86.85,35.81,28.13,87.1,5.54,228.08,Sugarcane
35.34,10.5,19.77,33.72,69.77,6.94,186.55,Rice
44.49,12.49,67.87,25.8,84.65,5.75,73.95,Rice
91.33,16.54,12.15,34.26,77.42,7.5,229.05,Pulses
23.95,77.25,16.63,34.39,60.94,5.75,206.23,Rice
25.78,74.88,53.96,20.41,88.66,5.64,92.02,Rice
40.73,20.12,67.01,24.9,66.33,7.27,258.2,Cotton
38.35979638086828,76.2215298052552,78.40063652452635,21.647337776168374,60.20198548799968,6.950619442262593,210.31168982256335,Maize
114.42,81.62,54.46,33.96,62.24,5.49,274.57,Soybean
47.17,52.3,14.2,24.93,66.32,6.48,184.47,Sugarcane
33.08,24.1,15.26,20.58,50.35,6.14,75.5,Pulses
90.26,17.8,62.78,21.75,89.1,6.39,246.58,Wheat
90.99,17.37,11.84,34.05,76.88,6.6,228.58,Pulses
45.32,56.23,63.08,24.41,88.28,6.9,299.96,Rice
100.53,39.48,12.58,31.13,75.73,6.61,53.57,Cotton
113.41,48.98,51.82,34.09,83.71,5.87,227.72,Groundnut
20.3,72.09,29.56,26.83,52.96,7.2,245.69,Pulses
100.59,16.14,59.76,30.05,88.86,5.62,135.77,Soybean
75.89,88.48,54.37,33.72,58.15,7.43,101.89,Cotton
24.01,76.67,17.49,34.45,60.84,6.12,206.04,Rice
116.28,74.38,16.46,30.55,64.88,6.17,197.14,Maize
41.55,57.08,75.47,25.39,87.57,6.25,54.8,Millet
114.07,10.42,31.01,34.14,60.22,6.98,278.39,Groundnut
21.04,33.77,40.02,31.32,85.71,7.2,176.81,Wheat
94.51,48.38,63.44,29.33,84.8,6.88,144.86,Groundnut
94.91,41.42,10.35,31.05,61.25,6.32,135.13,Barley
69.55,17.97,20.85,20.88,50.61,5.61,126.37,Soybean
25.97,75.41,54.0,20.55,89.03,5.87,91.68,Rice
20.93,78.49,66.93,30.94,73.23,6.51,52.97,Rice
52.763726736484465,85.9138535259319,56.15487285735848,32.54476742831419,56.23959188856574,6.362461345267818,63.87416504046713,Millet
95.18,48.22,63.22,29.16,85.16,6.83,145.13,Groundnut
97.13,40.94,29.49,28.31,66.42,6.12,135.61,Maize
21.2,34.45,40.11,31.57,85.85,6.96,176.69,Wheat
53.75503386986745,87.47213452020965,79.9142530742338,25.684860816559542,71.14477128107735,8.133823783926516,267.3994788811405,Rice
34.23,51.78,27.46,21.72,75.66,6.18,112.17,Sugarcane
106.54,38.65,31.56,20.55,80.71,6.36,119.11,Maize
77.36,52.61,78.22,23.11,52.91,6.5,117.86,Barley
40.72,20.12,67.25,25.37,65.7,7.03,258.1,Cotton
81.73,90.02,29.96,28.35,55.84,6.16,154.78,Cotton
55.39,58.19,72.17,27.99,55.29,7.3,120.05,Rice
116.36,17.97,66.12,22.26,65.75,6.01,299.24,Millet
38.0,16.71,24.74,30.51,76.05,6.24,247.27,Barley
99.92,44.29,50.06,34.66,81.78,6.37,49.79,Pulses
58.11,47.9,19.81,32.52,89.36,7.31,183.53,Maize
38.784104381609886,31.842586642795574,74.59754226627655,24.251623067781328,61.86849053109626,6.372238308194465,238.40130288307455,Wheat
45.59,18.83,32.89,32.67,60.32,7.25,194.45,Wheat
72.53,51.94,44.65,32.58,65.78,6.4,112.15,Millet
42.47960922009508,57.30040553589148,74.67305740244448,25.076534730224843,87.92766085100601,6.5289573803867365,55.665381314053896,Barley
83.12811136921101,43.8228391701429,70.94670367553327,28.342539403178737,66.17582581852903,6.300146874090148,215.6166414819333,Rice
24.77,87.18,35.87,28.48,86.7,5.97,227.7,Sugarcane
41.52,17.06,76.44,20.85,84.85,5.46,159.31,Maize
101.21,16.12,59.61,30.71,88.53,5.68,136.39,Soybean
39.05,32.24,74.23,24.79,61.7,6.91,238.08,Rice
78.33,56.29,76.74,31.26,86.86,7.22,297.68,Groundnut
118.62,31.68,59.47,20.15,67.22,5.71,285.34,Maize
91.23,16.89,12.07,34.53,77.48,7.54,229.43,Pulses
72.14,52.9,70.78,25.99,50.86,7.24,254.48,Wheat
29.18,18.07,59.22,23.84,61.19,7.57,158.12,Sugarcane
74.01,50.94,67.5,25.93,51.25,7.54,100.58,Soybean
22.09,41.43,67.24,27.5,54.16,6.48,294.89,Wheat
29.47,18.16,58.71,24.09,60.9,7.16,157.53,Sugarcane
98.22,51.81,33.67,21.2,62.85,6.05,51.88,Pulses
29.44,62.89,21.28,30.03,84.48,6.98,165.34,Cotton
43.68,12.47,67.61,26.04,84.72,6.23,74.05,Rice
94.71,40.73,10.15,31.15,60.81,6.31,134.97,Barley
51.38,14.95,19.96,30.33,55.87,6.32,136.8,Maize
94.54,47.79,62.51,29.01,85.38,6.79,144.82,Groundnut
44.88,56.28,62.74,25.32,88.05,7.69,299.85,Rice
30.48,44.11,10.36,24.93,88.4,6.66,70.82,Barley
47.49,52.32,13.76,24.9,66.13,7.37,183.72,Sugarcane
92.41,80.63,34.47,22.47,51.06,6.07,147.04,Cotton
77.12,53.04,77.52,23.42,53.49,6.88,118.42,Barley
89.19,29.15,45.01,26.07,59.83,7.0,251.4,Rice
79.22,17.97,27.71,27.87,85.46,5.25,225.94,Maize
92.1,80.82,33.64,22.04,50.89,6.36,147.35,Cotton
82.97,42.66,71.34,28.25,65.65,6.66,215.24,Millet
113.62,10.05,30.51,34.05,60.49,7.15,278.07,Groundnut
95.1,48.39,62.85,29.17,85.4,6.73,145.48,Groundnut
110.34,38.43,54.21,32.16,62.3,5.55,234.11,Groundnut
97.54,51.93,33.93,20.98,62.7,6.54,51.59,Pulses
52.63,86.34,55.69,32.84,56.03,6.2,64.19,Wheat
91.51,13.73,61.28,33.0,65.31,6.13,117.87,Maize
114.35,10.06,31.09,34.22,59.55,7.17,277.99,Groundnut
69.59,18.17,20.73,21.36,50.76,5.71,125.82,Soybean
61.05,35.54,58.0,23.12,75.94,6.03,159.99,Millet
41.33,20.33,67.32,24.45,66.17,7.15,258.34,Cotton
23.87,12.96,38.97,29.3,59.55,5.88,238.24,Wheat
109.18,87.9,47.76,24.52,53.5,5.83,137.46,Maize
87.48,54.23,73.66,33.02,87.96,6.6,137.6,Maize
83.43,30.9,22.11,32.23,54.59,7.21,269.51,Sugarcane
29.85,45.96,33.14,32.59,66.77,7.35,73.69,Soybean
77.63,55.98,77.46,31.98,87.28,7.3,297.85,Groundnut
106.86,65.91,28.94,29.23,50.6,6.68,120.54,Millet
30.900544183512228,44.56030526189215,10.882455634991079,25.522758485074537,87.98170536839744,7.153703365800269,71.76112022869604,Groundnut
45.91,16.12,13.52,28.27,71.16,7.08,165.49,Soybean
82.95,31.0,22.21,32.2,55.02,6.64,270.01,Sugarcane
36.79,63.56,31.61,28.96,74.52,6.07,138.9,Maize
60.09124722114781,59.165258647630914,41.411741636583564,30.906651909857086,68.58941697345867,6.140758021920451,202.22939566433524,Cotton
118.56,31.56,58.81,20.72,67.34,5.21,285.11,Maize
24.47,13.09,39.04,29.11,59.75,5.54,238.01,Wheat
87.01,50.13,46.17,25.39,53.59,5.64,121.39,Soybean
91.68,81.12,33.59,21.78,50.79,6.0,147.05,Cotton
87.74,22.85,25.33,21.53,59.61,7.11,135.64,Sugarcane
43.47,39.39,67.85,28.96,58.93,5.86,129.25,Rice
41.08,19.86,66.75,25.03,66.0,7.15,258.33,Cotton
77.52,56.15,77.09,31.14,87.18,7.12,298.14,Groundnut
114.43,10.37,31.31,33.55,59.83,6.7,277.65,Groundnut
78.25,56.22,77.03,31.47,86.92,7.41,298.27,Groundnut
71.85,52.95,70.54,25.77,51.21,7.3,253.54,Wheat
31.4,28.86,32.6,21.76,72.34,5.75,266.39,Groundnut
115.80714556123729,18.04810172582018,66.23411176400563,22.41478219902959,65.98672861201888,6.196675804479758,298.70754900305184,Soybean
52.72,85.83,56.2,33.28,55.65,6.52,63.63,Wheat
103.23,44.78,13.31,28.32,61.24,7.21,286.43,Maize
110.10755763427834,38.326286400124076,53.6579370946433,33.213004233334416,62.21236438109254,5.239781307399093,233.969759443797,Maize
26.17,43.66,55.66,23.55,54.74,6.28,287.25,Wheat
35.42,76.71,65.24,31.19,71.47,7.3,237.61,Cotton
33.67,51.59,27.1,21.67,75.58,5.62,112.05,Sugarcane
116.47,85.28,37.33,20.92,63.76,7.1,91.67,Pulses
72.72,26.87,25.26,25.64,89.35,5.9,251.29,Sugarcane
108.68,81.36,38.25,33.34,87.61,7.6,73.66,Sugarcane
72.84,52.31,44.85,31.94,65.88,6.05,111.6,Millet
95.28,40.94,10.37,30.67,61.28,6.66,134.86,Barley
46.09,19.14,33.13,32.02,59.54,6.34,193.95,Wheat
92.49,13.59,60.98,32.26,64.91,5.98,117.66,Maize
59.03,73.49,61.84,26.55,58.99,6.76,60.23,Millet
118.88,32.12,58.64,20.44,67.46,6.01,285.16,Maize
94.95,47.54,63.31,29.3,84.53,6.68,144.64,Groundnut
115.71,73.54,15.56,30.34,65.39,5.54,197.23,Maize
38.82425256538256,75.93318827292744,78.27378763038976,22.709819236327863,58.65763804776326,5.913459312093537,210.46162915468403,Cotton
86.74,50.26,45.72,24.84,53.73,5.45,120.78,Soybean
99.25,50.73,67.19,29.2,70.03,6.99,144.75,Sugarcane
95.89,36.51,24.61,24.18,54.96,6.84,214.16,Sugarcane
109.72606868377605,81.61175035324592,37.93136455243199,33.71860019203576,87.55374520378517,7.517242291261308,73.68969565528194,Maize
95.85,37.2,24.89,23.77,55.13,6.89,214.15,Sugarcane
94.68,47.43,42.5,24.65,86.88,6.58,275.53,Maize
79.01,18.33,27.85,27.57,85.46,5.32,226.49,Maize
30.11,41.03,55.51,22.12,78.59,6.03,274.99,Wheat
37.59,75.85,77.55,21.92,58.5,5.99,210.01,Sugarcane
114.01,82.35,54.37,34.56,62.06,5.82,274.5,Soybean
27.03,59.92,67.11,30.06,60.18,6.83,154.64,Maize
44.59,56.04,63.49,24.84,88.12,7.55,300.15,Rice
56.14064961331237,45.50738525793555,53.86209453071218,34.18993952559698,80.06677027297403,6.23166404306294,194.86064336895163,Wheat
44.93,55.51,62.56,24.41,87.94,7.54,300.22,Rice
115.54,17.61,66.1,22.04,66.16,6.21,299.3,Millet
46.05,19.42,33.17,32.04,60.45,6.84,193.96,Wheat
119.49,31.95,59.4,20.7,67.18,5.77,284.62,Maize
69.98,17.57,21.42,21.02,51.17,5.93,126.03,Soybean
106.13,63.22,63.66,32.59,77.16,6.77,292.66,Barley
45.6,16.41,13.59,27.58,71.11,6.69,165.23,Soybean
115.85,73.88,15.93,30.73,64.94,6.23,196.53,Maize
60.21,26.98,78.58,22.4,70.23,6.85,297.42,Wheat
106.91,38.79,31.96,20.7,81.07,6.34,119.18,Maize
94.19452258201565,40.65373922108133,9.510962966330784,30.352163375384443,61.20757933363409,6.622609330828842,134.50886393006076,Sugarcane
35.48,10.22,20.4,33.75,70.23,7.3,187.11,Rice
60.5,27.29,78.91,22.18,70.25,7.18,297.45,Wheat
89.59,17.52,63.08,20.86,89.21,6.61,246.51,Wheat
28.99,36.19,20.14,22.85,85.18,6.78,124.31,Sugarcane
106.04,63.42,64.13,33.0,76.82,6.88,293.23,Barley
30.01,46.5,33.46,32.46,67.17,6.55,74.32,Soybean
39.39,31.51,73.63,24.2,61.97,6.56,238.41,Rice
55.48,58.19,71.51,27.71,55.37,7.65,120.01,Rice
56.35,51.84,46.19,23.43,80.54,5.97,284.46,Groundnut
38.83,25.71,40.82,33.07,68.86,6.21,168.22,Soybean
30.97,29.45,33.38,22.05,71.86,6.6,266.3,Groundnut
42.51,38.74,68.43,28.76,58.9,5.94,128.81,Rice
64.16,69.47,32.76,28.73,71.71,7.62,53.32,Barley
87.33185317475983,49.699326894189774,45.736305515570386,24.48313215889307,54.32198000348287,5.228704955818774,120.45412199077514,Wheat
100.64,39.46,13.25,30.51,75.92,6.49,53.95,Cotton
21.09,33.51,39.85,31.59,86.4,7.43,176.87,Wheat
33.18,24.33,14.7,20.01,49.93,6.56,75.19,Pulses
118.82,32.28,58.68,20.59,67.23,5.13,285.24,Maize
109.1,87.97,47.75,24.82,54.14,6.27,136.73,Maize
94.5,47.58,62.74,28.6,84.5,6.66,145.0,Groundnut
110.41,38.08,54.29,32.22,61.92,5.0,233.72,Groundnut
99.22,50.94,67.48,29.41,70.5,6.77,144.8,Sugarcane
27.49,60.17,67.28,30.58,59.65,6.71,155.4,Maize
23.52,13.23,38.85,29.19,59.52,5.94,238.26,Wheat
72.4,52.57,71.07,25.78,50.81,6.92,253.69,Wheat
55.72,45.91,53.59,34.56,80.04,5.81,195.47,Sugarcane
82.91,42.62,71.34,27.92,66.45,6.15,214.78,Millet
54.96,57.98,72.14,27.66,54.91,7.73,120.13,Rice
26.45,43.85,55.76,23.64,55.06,6.28,286.75,Wheat
33.29,24.18,15.12,20.66,49.98,6.03,74.98,Pulses
99.7,44.27,50.46,34.53,81.56,6.45,50.24,Pulses
55.4,57.85,72.46,27.71,55.05,7.34,119.61,Rice
73.7230613534951,50.66783667623108,67.03317716831556,26.215357251298872,50.486208955106875,7.520057829464887,101.52040015845257,Cotton
25.93,75.36,54.28,20.58,88.96,5.89,91.59,Rice
42.44,16.94,76.39,20.82,85.22,5.32,158.74,Maize
42.61,38.53,67.53,28.34,59.29,5.74,128.88,Rice
83.42,42.99,71.38,27.96,65.68,6.44,214.87,Millet
116.49,18.05,66.07,22.4,66.44,6.06,299.08,Millet
44.9,55.81,62.95,25.14,88.13,7.1,300.49,Rice
50.53,15.36,19.53,30.21,55.63,6.31,137.04,Maize
25.25,87.39,35.9,28.18,87.47,5.97,228.31,Sugarcane
87.11,49.68,45.82,25.41,54.33,5.51,121.45,Soybean
88.13,23.24,25.23,21.07,59.5,7.28,136.02,Sugarcane
43.25,38.95,68.24,28.21,58.56,6.14,129.06,Rice
42.35,57.43,75.43,25.15,87.93,5.8,55.29,Millet
102.67,41.98,35.47,21.97,65.95,6.14,163.82,Sugarcane
30.39,41.21,56.26,21.84,79.03,6.14,275.15,Wheat
60.06,26.64,79.43,22.58,70.32,6.74,296.61,Wheat
79.36,17.97,28.38,27.31,84.93,6.0,225.7,Maize
41.01,20.31,66.52,24.84,65.69,7.26,257.6,Cotton
45.7,15.5,13.76,28.4,71.39,6.7,165.27,Soybean
26.59,60.03,66.99,30.47,59.63,6.96,154.97,Maize
88.42,22.78,24.88,21.38,60.42,7.96,135.74,Sugarcane
57.7,48.37,20.43,32.96,88.89,7.45,183.65,Maize
28.64,35.7,20.01,22.86,85.18,7.33,123.61,Sugarcane
106.67,65.92,28.6,29.33,51.28,6.6,121.25,Millet
77.98,47.83,12.42,30.6,88.08,6.48,271.82,Sugarcane
26.35,74.89,54.39,19.93,88.6,5.65,91.5,Rice
107.49,39.37,31.71,20.22,80.77,5.66,118.68,Maize
73.19,26.77,25.02,25.91,88.95,6.0,250.55,Sugarcane
43.18,38.63,68.24,28.55,58.59,5.5,128.66,Rice
95.97,36.9,25.22,24.16,55.05,7.39,213.82,Sugarcane
71.71,52.53,71.43,25.34,51.33,7.5,253.84,Wheat
86.51,50.23,45.83,25.3,54.44,5.8,121.1,Soybean
115.55,17.99,65.62,22.15,65.99,6.34,298.72,Millet
115.55,84.51,37.16,20.94,63.79,6.86,92.47,Pulses
114.49,9.68,31.04,34.11,60.19,6.74,277.93,Groundnut
28.99,36.1,19.52,22.8,85.04,6.91,124.47,Sugarcane
115.79,73.69,15.72,30.76,64.56,6.4,197.08,Maize
44.26,11.93,68.26,25.49,84.79,5.42,73.97,Rice
26.31,74.54,54.39,20.3,88.53,5.79,92.2,Rice
76.89,52.82,77.95,23.33,52.5,7.13,117.79,Barley
113.05,48.63,51.91,33.83,83.55,5.8,227.64,Groundnut
30.60381225755572,43.330536686982974,10.17191324117611,25.450371981434426,87.5017971070458,5.3352538286880415,70.81318107423394,Groundnut
27.22,59.5,67.1,30.05,59.52,7.18,155.11,Maize
55.88,45.61,54.05,33.85,79.61,5.83,194.82,Sugarcane
78.89,17.83,27.64,27.36,85.16,5.74,225.52,Maize
41.3,20.22,67.35,25.18,65.56,7.78,258.47,Cotton
30.75,29.31,32.65,21.92,71.75,6.0,265.72,Groundnut
38.23,21.27,36.28,21.08,86.11,5.72,238.04,Wheat
94.73,48.06,62.56,28.69,84.63,6.25,145.32,Groundnut
115.79,85.39,37.43,20.7,63.53,7.4,92.33,Pulses
92.18,13.95,61.36,32.68,65.2,6.42,118.28,Maize
109.27,88.26,48.05,24.75,53.81,6.07,136.81,Maize
44.21,12.06,68.4,25.79,84.94,5.52,73.89,Rice
73.01,26.59,24.51,25.44,88.95,6.02,251.22,Sugarcane
29.33,18.07,58.87,23.94,61.35,7.18,158.25,Sugarcane
83.39,42.67,70.85,27.94,65.68,6.02,215.49,Millet
100.88,39.36,12.5,31.12,76.3,6.27,54.43,Cotton
113.96,9.6,31.18,33.62,60.36,7.32,278.2,Groundnut
77.99,55.69,76.73,31.05,87.03,7.26,298.38,Groundnut
46.44,16.38,14.14,28.17,71.22,7.26,165.22,Soybean
97.23,41.14,28.53,28.51,65.58,6.31,136.31,Maize
29.9,45.74,33.03,32.76,67.03,6.6,74.14,Soybean
38.58,25.96,40.78,32.56,69.38,6.12,168.15,Soybean
56.26,52.05,46.36,24.03,81.49,6.15,284.36,Groundnut
34.58,77.15,64.86,30.27,70.74,7.06,237.66,Cotton
113.76,10.13,31.25,33.64,59.84,6.7,278.39,Groundnut
42.97,38.77,67.52,28.78,58.97,6.0,129.11,Rice
34.86,76.97,65.16,31.16,71.46,6.9,238.33,Cotton
87.25,54.12,73.73,32.93,87.82,6.14,137.53,Maize
45.85,19.35,32.91,32.99,60.18,6.36,194.14,Wheat
91.35,17.25,11.77,34.15,76.71,7.32,228.7,Pulses
91.88,14.06,61.24,32.25,64.81,6.25,117.66,Maize
53.45,24.49,21.96,31.52,61.64,5.94,278.08,Millet
44.03,12.08,67.97,25.68,84.66,6.39,74.09,Rice
59.01,72.57,62.22,27.29,58.81,6.76,60.49,Millet
75.62,88.07,54.38,34.19,57.76,6.58,101.7,Cotton
24.72,86.95,36.2,28.14,86.77,6.18,227.55,Sugarcane
24.31,13.33,39.3,29.62,60.21,6.29,237.62,Wheat
99.26,50.88,66.56,29.81,69.54,7.11,144.73,Sugarcane
98.32,52.34,33.96,20.96,62.64,5.83,52.49,Pulses
45.140996180513966,55.886081026884874,63.07493865290795,25.403781157674167,88.86316901756051,7.15992801360261,299.59882944645096,Barley
116.37875757223688,85.29014889509982,36.49067767640896,21.529987523588023,63.97142829132642,6.623921353491757,91.72363739486646,Wheat
100.81,15.76,59.63,30.41,89.23,6.23,136.47,Soybean
47.21,51.77,13.97,25.44,66.21,6.54,183.93,Sugarcane
41.8,16.76,75.52,21.3,85.13,5.44,159.01,Maize
109.59,38.5,54.03,32.53,61.8,5.79,233.52,Groundnut
22.22,40.52,66.99,27.22,54.35,5.54,294.54,Wheat
73.41,26.5,25.24,26.09,89.07,6.44,251.42,Sugarcane
103.02,41.92,35.41,22.14,66.12,6.7,163.68,Sugarcane
30.31,45.95,32.72,32.56,66.83,7.31,73.51,Soybean
59.6,58.63,41.36,30.03,68.28,5.66,201.96,Sugarcane
35.48,9.79,20.05,34.2,70.16,7.32,187.0,Rice
45.12,55.52,63.05,24.58,88.31,7.61,300.01,Rice
90.87,16.71,11.55,33.98,77.35,7.2,229.31,Pulses
73.01,27.31,25.19,25.58,88.84,6.32,251.28,Sugarcane
78.06,47.75,11.54,30.4,87.9,6.3,271.98,Sugarcane
76.49,87.78,54.08,33.69,58.1,6.5,102.07,Cotton
97.34,40.84,29.37,27.98,66.21,6.16,135.83,Maize
26.83,60.39,66.8,30.59,60.25,6.42,155.12,Maize
115.75,18.35,66.02,21.92,65.71,5.9,299.08,Millet
70.18,17.98,20.76,21.01,51.07,6.19,126.11,Soybean
69.69,89.08,47.0,21.29,83.53,6.17,98.57,Groundnut
41.32,19.51,67.12,25.23,65.92,6.87,257.96,Cotton
44.33,12.32,67.93,25.21,84.56,5.91,74.22,Rice
47.41,51.68,13.78,25.32,65.98,6.68,183.73,Sugarcane
34.99,77.28,64.57,30.67,71.22,7.71,237.66,Cotton
29.96,46.12,33.12,32.7,66.57,7.22,74.2,Soybean
100.56,16.25,60.07,30.89,88.75,5.76,136.21,Soybean
44.76050666876384,56.42446484621585,63.102007795120194,24.616064043355927,88.19214809624371,7.735844905531879,300.3502771671996,Soybean
102.69,45.23,13.23,29.05,61.09,7.19,286.43,Maize
105.19158433812485,63.00828031716451,64.10730689980392,33.17380570784604,76.67961440226782,7.061088650991231,294.0526981550697,Maize
100.08,44.24,49.84,34.87,82.25,6.06,50.39,Pulses
38.18,20.99,36.49,21.23,86.15,5.32,237.93,Wheat
95.04,41.17,10.32,31.09,61.02,6.75,134.55,Barley
74.35,51.33,67.4,25.56,51.49,7.34,101.31,Soybean
30.31,43.61,10.1,25.37,88.34,6.45,70.75,Barley
38.38,20.53,35.99,21.14,85.84,6.29,237.79,Wheat
95.12,48.33,62.86,28.46,84.9,7.02,144.92,Groundnut
37.83,16.94,24.62,30.33,75.94,5.98,247.19,Barley
77.02,53.06,77.68,23.08,53.33,6.88,118.1,Barley
63.99,69.44,33.2,29.25,72.22,7.81,52.63,Barley
73.24,52.39,44.84,31.6,65.71,5.59,112.18,Millet
115.5,18.03,65.86,21.92,66.07,6.71,298.99,Millet
99.77,43.84,49.87,34.6,82.32,6.54,49.5,Pulses
82.08,90.48,30.35,27.8,55.62,6.08,154.53,Cotton
46.801897811981036,18.510582341714052,32.72758857356857,31.683934588831516,59.742151009109946,6.799313161968218,194.5337006059904,Millet
99.17,51.47,66.75,29.18,69.82,7.07,144.84,Sugarcane
77.93,55.51,76.92,31.13,86.72,7.13,298.24,Groundnut
46.18,19.36,32.68,32.55,60.33,6.73,194.37,Wheat
57.78,47.51,20.4,32.23,88.8,7.44,183.95,Maize
